"GeneName","GeneID","Accession","RNAFeatureCount","ProteinFeatureCount","RNABaseMean","RNA_log2FC","RNA_pvalue","RNA_padj","ProteinAveExpr","Protein_log2FC","Protein_pvalue","Protein_padj","RNAEffect","ProteinEffect","RNAEvidence","ProteinEvidence","Evidence","NineQuadrant","NineCell","LabelScore"
"Tiam2","ENSMUSG00000023800","Q6ZPF3","1","1",1651.84765511016,0.049997975647406,0.0284154798939706,0.588156765210232,16.4893099928403,-0.299919032432403,0.0418992258407907,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.60830090447577
"Rps24","ENSMUSG00000025290","P62849","1","1",3658.30217685698,-0.351107759170048,0.000169779315836275,0.0376778776260838,19.3106889272084,0.0347884654100952,0.659972439257964,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.60438776916689
"Atp2a2","ENSMUSG00000029467","O55143","1","1",18128.0842437044,0.276971639247885,0.0001584545529053,0.0368436566368185,22.7794694717318,-0.0518530008537184,0.677201513425384,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.60291935373243
"Plcd3","ENSMUSG00000020937","Q8K2J0","1","1",184.277713708139,0.000325760730281044,0.988962312893064,0.99955764995295,14.4904614089873,0.457773326044673,0.0250168413234612,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.60195967876007
"Lrrc14","ENSMUSG00000033728","Q8VC16","1","1",414.544089758862,-0.0200529205355112,0.518841956071509,0.999163298615518,14.2392462871463,0.337912068429976,0.025192413524318,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.59909375042405
"Rpl27a","ENSMUSG00000046364","P14115","1","1",1626.63477428736,-0.306814715829088,0.000579521044050585,0.082328528772599,19.8506644583546,0.0647580004360542,0.305939015361656,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.59881478083503
"Abhd17c","ENSMUSG00000038459","Q8VCV1","1","1",622.390235767684,-0.0386003731339216,0.127507837531294,0.942562973815802,16.8132707482572,0.244388876304299,0.0269603593901885,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.59496394720737
"Nrcam","ENSMUSG00000020598","Q810U4","1","1",5689.36651913889,0.144009020141673,0.0209095719647859,0.512660267092995,21.0893548056864,0.124432628814677,0.0498368618342869,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.59261965302427
"F11r","ENSMUSG00000038235","O88792","1","1",195.639408835999,-0.0501155274251816,0.0882068846306118,0.862869566495508,15.0768750970416,-0.396235725382148,0.0296680185688731,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.59176630619506
"Ighg2b","ENSMUSG00000076613","P01867","1","1",6.83531389731596,0.00543459937055873,0.349126163891087,0.999163298615518,16.311237836805,-0.478773546025902,0.0261760410213597,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.58245956430789
"Tmcc2","ENSMUSG00000042066","Q80W04","1","1",4340.85191359161,-0.296058756662822,0.000250743846224116,0.0457012533961191,17.2039868710143,-0.0434109635209303,0.575973796701759,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.57966916274778
"Sez6l","ENSMUSG00000058153","Q6P1D5","1","1",4884.11686799179,-0.00948216887956561,0.708313120685326,0.999163298615518,16.5023331498778,0.270511628252549,0.0265081899964126,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.57698345217834
"Pygb","ENSMUSG00000033059","Q8CI94","1","1",3826.65814311767,-0.300067935502216,0.0010027721303013,0.110033776563214,21.4599578573615,0.102975051776376,0.24081647181259,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.57678779171021
"Rab3d","ENSMUSG00000019066","P35276","1","1",233.897064840201,0.00481247358834763,0.805525167281397,0.999163298615518,17.6746293452256,-0.418510700577201,0.0265297565191727,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.57663026269948
"Kcnj10","ENSMUSG00000044708","Q9JM63","1","1",4211.72983764708,-0.320283050735111,0.000129485085866002,0.0309426193524457,17.0273466123183,-0.0464898110202761,0.873753385332804,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.56805405379574
"Syt13","ENSMUSG00000027220","Q9EQT6","1","1",4488.10330985355,0.00657392296747739,0.641918155095773,0.999163298615518,16.5178214639527,0.2533957932365,0.0275831001003717,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.5597204513945
"Wdr35","ENSMUSG00000066643","Q8BND3","1","1",869.176363044538,0.200160487966458,0.00459201383353068,0.252750941396306,13.8564020104084,-0.2633129969776,0.110019326979714,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.5558382342445
"Plxnd1","ENSMUSG00000030123","Q3UH93","1","1",1433.29216728649,0.383447151155247,0.00359279451025619,0.226893034559497,18.0243153018318,0.383660932167977,0.122673175211331,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.55542922993338
"Mto1","ENSMUSG00000032342","Q923Z3","1","1",379.24515887564,0.0324592172086647,0.327068602817138,0.999163298615518,16.2260423879755,0.211267665571327,0.0280849396471029,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.55189003195757
"Gpc5","ENSMUSG00000022112","Q8CAL5","1","1",626.654816106621,-0.327264244562701,0.00128501244549712,0.127679307862838,17.8582621479383,0.172373977540897,0.220737215296386,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.55000392083476
"Neto1","ENSMUSG00000050321","Q8R4I7","1","1",2206.82327445433,0.140686192098333,0.0197862027312329,0.497521638127755,15.9878601714775,-0.269271920616902,0.0566693120110375,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.54984008608635
"Lingo2","ENSMUSG00000045083","Q3URE9","1","1",309.99338870655,0.065737369504061,0.0561364597078497,0.747054018549673,17.3785190612816,0.345465845773653,0.0377676418612858,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.54952812458953
"Nelfb","ENSMUSG00000013465","Q8C4Y3","1","1",909.831957315991,-0.00956072523375745,0.732105600681089,0.999163298615518,14.3933267605204,-0.360544837774148,0.0284026096558678,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.54700528167151
"Mix23","ENSMUSG00000075229","Q8R3Q6","1","1",89.0086289696484,-0.00525086720626471,0.768153308275596,0.999163298615518,15.9326513318741,-0.346819693212399,0.0286235975135694,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.54363931039782
"Glb1","ENSMUSG00000045594","P23780","1","1",339.019496678566,0.0257803297673201,0.352650936094832,0.999163298615518,17.877783108913,0.233454487846508,0.0287758250489663,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.5413357424989
"Nek9","ENSMUSG00000034290","Q8K1R7","1","1",1020.8449244472,-0.103087316339298,0.0396697930093067,0.654545764889634,15.907557629591,-0.210056806849579,0.0441266167610633,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.53935935195046
"Rab33b","ENSMUSG00000027739","O35963","1","1",683.262622825384,-0.026917505406334,0.403425965686075,0.999163298615518,24.0074217461364,0.149956351645507,0.0293035530703273,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.53344324492934
"Arhgap12","ENSMUSG00000041225","Q8C0D4","1","1",826.344763048352,-0.0410834197007135,0.0131693754154809,0.424002630330462,16.2745986673925,0.246248870775279,0.0691482792555282,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.53285007199492
"Cobl","ENSMUSG00000020173","Q5NBX1","1","1",2212.4693393697,0.036095188376777,0.0162646664279833,0.456068032420647,15.2218283695216,-0.240069890866776,0.0646753468271369,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.53023160174236
"Adhfe1","ENSMUSG00000025911","Q8R0N6","1","1",292.335132398249,-0.124002686665701,0.0205583745456429,0.507129848779932,12.5068877837769,-0.282375923979377,0.058539502882505,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.52743179679836
"Zcchc18","ENSMUSG00000031428","Q8VD24","1","1",4747.28724739454,0.00555583216408619,0.83232242671895,0.999163298615518,15.4439320767812,0.346508487811096,0.0297535019487126,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.52682543792524
"Pmvk","ENSMUSG00000027952","Q9D1G2","1","1",505.209487103099,-0.126083210940673,0.0253081896962534,0.55419884585976,18.2291982773483,0.254851670703449,0.0537421274458917,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.52601952848778
"Hepacam","ENSMUSG00000046240","Q640R3","1","1",1786.63042738567,-0.288426752939036,0.00119333735121504,0.123389934675874,18.1386068849297,0.118973508762256,0.242901540377126,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.52328999676913
"Eri3","ENSMUSG00000033423","Q8C460","1","1",2016.83385779287,-0.00187140790793338,0.952262966973632,0.99955764995295,18.3331597895652,0.173221933623527,0.0300412654919369,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.52247392926204
"Pcyt2","ENSMUSG00000025137","Q922E4","1","1",863.182236489762,0.0248369169809246,0.480542277405789,0.999163298615518,17.9135224617155,-0.153767975946021,0.0302545561577812,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.51957274079521
"Npc2","ENSMUSG00000021242","Q9Z0J0","1","1",1120.02826346052,-0.306987068049954,0.000182835447078758,0.0397196157608368,14.6523505875327,0.0430975650076011,0.763651479192739,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.51809976410717
"Nme2","ENSMUSG00000020857","Q01768","1","1",773.079891040459,-0.251920087176111,0.000918927761516076,0.104568144798552,20.1983397188358,0.0636551351757042,0.290118827818583,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.51802468288019
"Itgav","ENSMUSG00000027087","P43406","1","1",2035.42383843304,0.234377924544467,0.00512259634221399,0.266759514605318,19.9573866589974,0.1143658705371,0.114142014227462,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.5164345493576
"Camk4","ENSMUSG00000038128","P08414","1","1",815.268961778256,0.477359987999726,0.000267383543503622,0.0467529908140846,18.1108770598314,0.0698000316754772,0.653752498047037,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.5147772404934
"Tma7","ENSMUSG00000091537","Q8K003","1","1",1489.78698623468,-0.202858815406654,0.00411971736906708,0.240812580088407,16.8170976434819,0.177446560871278,0.12738866574488,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.5131900403242
"Coq5","ENSMUSG00000041733","Q9CXI0","1","1",599.978905998043,0.00890572598356439,0.783355493386267,0.999163298615518,15.6839415701453,-0.273029985747275,0.0308675480899737,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.51086139347233
"Rpia","ENSMUSG00000053604","P47968","1","1",144.619781254385,-0.00877755949096147,0.699559323510469,0.999163298615518,10.1261370499118,0.469765448231861,0.0308865692227391,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.51059385590171
"Eif4ebp2","ENSMUSG00000020091","P70445","1","1",1730.50620032367,-0.144834402568591,0.0132062983117798,0.424555841242824,9.6716811191133,-0.646998238132987,0.0730489585520105,0.999906683574988,"Stable","Down",FALSE,FALSE,"Neither","Protein-specific","RNA stable / Protein down",1.50845115086684
"Emb","ENSMUSG00000021728","P21995","1","1",378.301043647541,0.0703949902653053,0.0487786717950629,0.719212373143892,17.1374647829375,0.226128867043279,0.043263226049359,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.50702394896791
"Baiap2","ENSMUSG00000025372","Q8BKX1","1","1",5569.56370910496,0.266458784628601,0.000236518065910569,0.0442329916829444,20.044283359387,-0.0305595718454512,0.707070252812459,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.5047911198777
"Bcan","ENSMUSG00000004892","Q61361","1","1",3529.72355018599,-0.230792425286745,0.00187541343928522,0.15972867389349,20.3771370922299,0.0944147356114513,0.195859555055739,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.50467235038155
"Stn1","ENSMUSG00000042694","Q8K2X3","1","1",144.280605855627,-0.00644436504918201,0.766120062281516,0.999163298615518,13.7397560251028,0.400103402090023,0.0313508360635297,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.50411439981866
"Ostc","ENSMUSG00000041084","Q78XF5","1","1",569.165575145742,-0.0218118264185806,0.476454986669258,0.999163298615518,17.4500918371877,0.276509759127329,0.0313577529874449,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.50401859214875
"Efr3a","ENSMUSG00000015002","Q8BG67","1","1",2269.36625074832,0.0204119361248664,0.379578511930469,0.999163298615518,16.3973755737878,0.265488988043316,0.0315531100570619,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.50132135463077
"Galm","ENSMUSG00000035473","Q8K157","1","1",34.9800745197271,0.000624206458690086,0.9653785689179,0.99955764995295,15.2345464438174,0.361096922835495,0.0316889763450463,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.49928394236633
"Gpr158","ENSMUSG00000045967","Q8C419","1","1",3420.73864619341,0.38280303799873,0.000259765364683149,0.045793227034758,19.093776730438,0.0429287768657751,0.696316182620132,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.49639226235272
"Bod1l","ENSMUSG00000061755","E9Q6J5","1","1",1255.03563943022,0.0422951108717482,0.259358629724094,0.999163298615518,17.934311481366,-0.268405374026724,0.031929501053386,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.49617139481109
"Map3k5","ENSMUSG00000071369","O35099","1","1",782.331265827209,0.0942184154987718,0.0433284771151879,0.690270783197293,16.9027553994362,0.166042919964525,0.0462208877330243,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.49614222600284
"Podxl","ENSMUSG00000025608","Q9R0M4","1","1",850.008696798527,-0.000978407442672776,0.960504860470849,0.99955764995295,14.2967625850542,0.275110300379424,0.0322041658837267,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.49228009765917
"Gstm7","ENSMUSG00000004035","Q80W21","1","1",269.48475301506,-0.463021127425393,0.00516175539142243,0.268149452181938,17.0995580980418,-0.246738121468155,0.120162294109688,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.49185487476009
"Clstn1","ENSMUSG00000039953","Q9EPL2","1","1",27135.7400755169,0.171748633546189,0.0154348207625406,0.44360218058679,16.4813336122439,0.147558708038446,0.0730186390026908,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.48957259382703
"D3Ertd751e","ENSMUSG00000025766","Q8BGN2","1","1",179.271919433492,-0.0208174536161845,0.322018561453244,0.999163298615518,13.5232473560629,-0.382985705747249,0.0324977566757133,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.48851014428712
"Tspan7","ENSMUSG00000058254","Q62283","1","1",23553.3575370651,-0.0531106591615963,0.171945388980428,0.996810927200117,20.8693603267788,0.199476991637322,0.0325828222675061,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.48839851041761
"Alg1","ENSMUSG00000039427","Q921Q3","1","1",353.076007986826,0.00176403392618478,0.953694766324282,0.99955764995295,18.5853799935025,-0.256236963979074,0.0326652063050257,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.48610674726048
"S100a13","ENSMUSG00000042312","P97352","1","1",206.953630103365,-0.177471256804943,0.0129808604730888,0.422999039688972,17.8730954646217,0.153826009489674,0.077347643675328,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.48521353072246
"Serpinf2","ENSMUSG00000038224","Q61247","1","1",2.84443621125228,-0.0048503884928471,0.128682477169341,0.942960392338356,14.3887852485103,-0.485270646609221,0.0347394139078429,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.4846840616324
"Sh3bgrl2","ENSMUSG00000032261","Q8BG73","1","1",815.506059994815,0.0536620481367461,0.0350584541063757,0.63037258196522,19.0532375920656,-0.115338697937851,0.0520494079559585,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.48398689080707
"Selenom","ENSMUSG00000075702","Q8VHC3","1","1",1212.86406275952,-0.188480739924062,0.00552218340479373,0.280769736375647,16.4827913479563,-0.305069261539799,0.116861024386021,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.4839800168274
"Mrpl3","ENSMUSG00000032563","Q99N95","1","1",1134.97656090483,0.0332207639039224,0.360044268708867,0.999163298615518,15.959455351279,0.231711550216826,0.033109427382108,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.48041185707664
"Caskin2","ENSMUSG00000034471","Q8VHK1","1","1",572.010836324105,-0.0281095119312885,0.33942875919019,0.999163298615518,16.2324110384401,0.2920154707497,0.0334492152702846,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.47597759336686
"Cyp7b1","ENSMUSG00000039519","Q60991","1","1",252.929269046576,-0.01812074083923,0.171817618811319,0.996810927200117,15.4951449329476,0.280141926654196,0.0337421735530363,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.47321415496482
"Adam22","ENSMUSG00000040537","Q9R1V6","1","1",4006.36650400196,0.234405292516065,0.000279577807904465,0.0484909670532366,19.41865901826,0.0368037491607005,0.705372182739057,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.46592082597557
"Psme4","ENSMUSG00000040850","Q5SSW2","1","1",757.062906341057,0.0290132218754125,0.296552496429214,0.999163298615518,16.4078032825001,-0.300983415846204,0.0344056446873209,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.46373382689988
"Sft2d2","ENSMUSG00000040848","Q8VD57","1","1",977.95136462159,-0.0413829949433684,0.154056636481,0.97997517917683,15.4321922485676,-0.288275542857352,0.0352178400616224,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.46202220716497
"Rps5","ENSMUSG00000012848","P97461","1","1",2696.15593787584,-0.273090609615321,0.0020087837533823,0.168104716669234,20.1670879965761,0.107070148076069,0.205566407298891,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.46146795524051
"Syt11","ENSMUSG00000068923","Q9R0N3","1","1",16371.412329491,0.0250973065702537,0.454876478360829,0.999163298615518,16.83929390219,0.197009625567429,0.0346168572579088,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.46107588962887
"Atg2a","ENSMUSG00000024773","Q6P4T0","1","1",787.027695205334,-0.0214503485419354,0.500552448747555,0.999163298615518,18.4627462378439,-0.196852752571544,0.034810614695301,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.45865183465516
"Gja1","ENSMUSG00000050953","P23242","1","1",4235.30166113306,-0.262074283551549,0.000862549776790446,0.0997357959646888,19.1938535884635,0.0748011793887713,0.354580185142682,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.45143447954638
"Kcna2","ENSMUSG00000040724","P63141","1","1",4874.47055426913,0.415722283304654,0.000391799543193117,0.0648187136573413,16.996314166576,0.144754539734301,0.562171014520256,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.43843114222489
"Luzp2","ENSMUSG00000063297","Q8BGY3","1","1",3586.63968770544,-0.0246802221673432,0.383660125518185,0.999163298615518,13.3069442049204,-0.431114992362522,0.0369656750006295,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.43256488598706
"Snrnp200","ENSMUSG00000003660","Q6P4T2","1","1",2393.65236395451,0.179704450225732,0.0029164545208223,0.201354747091956,18.6260844512743,-0.117576328015272,0.183578024058687,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.43221743609224
"Usp19","ENSMUSG00000006676","Q3UJD6","1","1",2110.59935516596,0.237062216972692,0.000204159040582623,0.0424471705494533,18.9441802153208,0.0111451732747518,0.877976868720454,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.42866817964448
"Unc79","ENSMUSG00000021198","Q0KK59","1","1",1168.27901881362,0.222268715840979,0.00346492574311731,0.222493921023433,12.055651649974,0.243228582188099,0.167959363210527,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.42747763089515
"Serpinc1","ENSMUSG00000026715","P32261","1","1",6.1756731814056,-0.00241713366450961,0.680604043857905,0.999163298615518,17.3052060561033,-0.432514714403151,0.0377342294171378,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.42362804134686
"Sh2d3c","ENSMUSG00000059013","Q9QZS8","1","1",217.230387498243,0.0360996151079251,0.128074556631973,0.942714432504561,12.9577701008465,0.416802364373925,0.0400614619167741,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.42289305057314
"Oplah","ENSMUSG00000022562","Q8K010","1","1",433.76133353353,-0.0607145181673556,0.0933595535340275,0.873934258246947,19.3329455898854,0.161649337291326,0.0436261435952498,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.41877441145522
"Ube2f","ENSMUSG00000034343","Q9CY34","1","1",788.063576972206,0.01179856379478,0.707296349106273,0.999163298615518,19.1948671622964,-0.195635147584397,0.0381867284451856,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.41845107405059
"Stau2","ENSMUSG00000025920","Q8CJ67","1","1",2873.29261498728,0.0185672748167555,0.53995535335742,0.999163298615518,16.1674857243961,0.233632329979034,0.0383403099776742,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.41670790711238
"Usp25","ENSMUSG00000022867","P57080","1","1",667.587458499403,-0.0122273251686666,0.607489813125855,0.999163298615518,17.4031765948748,-0.170260681394169,0.038468478945472,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.41525851237746
"Gatc","ENSMUSG00000029536","Q8CBY0","1","1",488.235017363775,-0.0181719342949006,0.549536484898854,0.999163298615518,16.24174878021,-0.361165522235027,0.038489798686277,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.41501788729309
"Rpl7a","ENSMUSG00000062647","P12970","1","1",4255.78223423561,-0.172234082648649,0.00287198796362076,0.201189564566661,19.3268458590514,0.110116389753145,0.19234380073668,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.41231635579905
"Rpl36","ENSMUSG00000057863","P47964","1","1",1327.34095876669,-0.303482082363215,0.000238766454004823,0.0442685355713943,21.6968577942814,-0.0113971912856208,0.874678261940927,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.41205651119715
"Isoc2a","ENSMUSG00000086784","P85094","1","1",324.769270751389,-0.0338587994674888,0.231794782453234,0.999163298615518,18.0437804410835,0.180147033742426,0.0388037615968105,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.41148969920112
"Timm13","ENSMUSG00000020219","P62075","1","1",993.239380866036,-0.186147649249827,0.00570555871592074,0.28528021706963,18.6707106363968,-0.194760250255921,0.137134563025734,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.40758141671748
"Rundc3b","ENSMUSG00000040570","Q6PDC0","1","1",799.116436242434,-0.00473209552963675,0.863415202395413,0.99955764995295,15.7561597371844,0.202214650684223,0.0392304203732799,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.40656919085323
"Agfg2","ENSMUSG00000029722","Q80WC7","1","1",767.291437547668,-0.016526687223148,0.348246216370082,0.999163298615518,16.9714222533141,0.259587287609524,0.0395385464587407,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.40334282743681
"Abca5","ENSMUSG00000018800","Q8K448","1","1",907.882775658581,0.286182742847364,0.00134645919168136,0.129278115337014,17.1579299630913,0.106651326047377,0.308470602849223,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.39926120561025
"Pde4a","ENSMUSG00000032177","O89084","1","1",2043.32892297491,0.0684224053923108,0.0552379808670997,0.742502034067945,17.8045247335975,-0.296940821233697,0.0537192385699263,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.39917250402849
"Camk1d","ENSMUSG00000039145","Q8BW96","1","1",2947.44100744356,-0.00147374882806822,0.934440908579305,0.99955764995295,18.6612284978258,0.222431884713,0.0399316557047194,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.39887483476626
"Cope","ENSMUSG00000055681","O89079","1","1",1176.76060041512,-4.95781337202702e-05,0.996316347913899,0.99955764995295,20.2909488160326,0.156242276113026,0.0400712342035096,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",1.39735943367535
